word1,word2,weight,weight_alpha,weight_beta,curvature
clouds,gas,3,3,0,-0.692308
equation,gas,3,3,0,-0.916667
clouds,equation,3,3,0,-0.764706
clouds,state,3,3,0,-0.939394
equation,state,3,3,0,-0.909091
equation,pure,3,3,0,-0.933333
pure,state,3,3,0,-0.913043
hydrogen-helium,state,3,3,0,-0.921569
hydrogen-helium,pure,3,3,0,-0.891892
controls,pure,3,3,0,-0.913043
controls,hydrogen-helium,3,3,0,-0.857143
hydrogen-helium,thermal,3,3,0,-0.95
controls,thermal,3,3,0,-0.769231
controls,pressure,3,3,0,-0.935484
pressure,thermal,3,3,0,-0.906977
support,thermal,3,3,0,-0.909091
pressure,support,3,3,0,-0.851852
against,pressure,3,3,0,-0.925926
against,support,3,3,0,-0.333333
gravitational,support,3,3,0,-0.909091
against,gravitational,3,3,0,-0.818182
against,collapse,3,3,0,-0.714286
gravitational,resulting,3,3,0,-0.913043
collapse,resulting,3,3,0,-0.870968
characteristic,collapse,3,3,0,-0.714286
characteristic,resulting,3,3,0,-0.866667
mass,resulting,3,3,0,-0.971831
characteristic,mass,3,3,0,-0.914894
characteristic,scale,3,3,0,-0.818182
mass,scale,3,3,0,-0.923077
mass,star-forming,3,3,0,-0.956522
scale,star-forming,3,3,0,-0.6
regions,scale,3,3,0,-0.92
regions,star-forming,3,3,0,-0.894737
dark,fraction,3,0,3,-0.909091
helium-4,primordial,3,0,3,-0.961538
rate,weak,3,0,3,-0.909091
interaction,rate,3,0,3,-0.818182
equation,friedmann,3,0,3,-1.0
metal-poor,star,3,0,3,-1.0
hydrogen,isotope,3,0,3,-1.0
binding,nuclear,3,0,3,-0.923077
energy,nuclear,3,0,3,-0.970588
binding,energy,3,0,3,-0.964286
equation,saha,3,0,3,-1.0
spectroscopic,survey,3,0,3,-1.0
absorption,line,3,0,3,-1.0
atmosphere,stellar,3,0,3,-1.0
low-metallicity,star,3,0,3,-1.0
helium,measurement,3,0,3,-0.943662
abundance,measurement,3,0,3,-0.966667
absorption,deuterium,3,0,3,-1.0
forest,lyman-alpha,3,0,3,0.0
cloud,primordial,3,0,3,-0.95122
cloud,gas,3,0,3,-0.818182
nucleosynthesis,prediction,3,0,3,-0.934426
baryon,oscillation,3,0,3,-0.714286
redshift,survey,3,0,3,-1.0
photometric,redshift,3,0,3,-1.0
distribution,metallicity,3,0,3,-1.0
supernova,type,3,0,3,-1.0
cosmic,ray,3,0,3,-1.0
hii,region,3,0,3,-1.0
quasar,system,3,0,3,-0.960784
absorption,system,3,0,3,-0.964912
boundary,observational,3,0,3,-1.0
measurement,uncertainty,3,0,3,-1.0
error,systematic,3,0,3,-1.0
baryon,dark,3,0,3,-0.939394
compact,object,3,0,3,-1.0
brown,dwarf,3,0,3,-1.0
hole,primordial,3,0,3,-0.925926
mass,metric,3,0,3,-0.927273
metric,number,3,0,3,-0.959184
non-representative,sample,3,0,3,0.0
inflationary,variance,3,0,3,-1.0
composition,multiverse,3,0,3,-1.0
limit,spectroscopic,3,0,3,-1.0
bias,ionization,3,0,3,-0.818182
bias,energy,3,0,3,-0.963636
universe,unobservable,3,0,3,-1.0
cosmic,variance,3,0,3,-1.0
alternative,nucleosynthesis,3,0,3,-0.968254
constraint,species,3,0,3,-0.902439
bbn,modification,3,0,3,-0.833333
photon-baryon,plasma,3,0,3,-1.0
epoch,recombination,3,0,3,-1.0
limit,opacity,3,0,3,-1.0
chemical,enrichment,3,0,3,-1.0
cno,cycle,3,0,3,0.0
ejecta,supernova,3,0,3,-1.0
life,origin,3,0,3,-1.0
formation,galaxy,3,0,3,-1.0
bridge,particle,3,0,3,-0.945946
bridge,physics,3,0,3,-0.95
limit,standard,3,0,3,-0.993464
limit,model,3,0,3,-0.945946
component,dark,3,0,3,-0.862069
component,energy,3,0,3,-0.962963
cosmic,web,3,0,3,-1.0
large-scale,structure,3,0,3,-1.0
baryon,peak,3,0,3,-0.8
acoustic,peak,3,0,3,-0.777778
epoch,reionization,3,0,3,-1.0
nucleosynthesis,r-process,3,0,3,-1.0
nucleosynthesis,s-process,3,0,3,-1.0
neutron,star,3,0,3,-0.5
merger,neutron,3,0,3,0.0
merger,star,3,0,3,-0.5
precise,requires,3,3,0,-0.985158
formulation,requires,3,3,0,-0.996262
formulation,precise,3,3,0,-0.777778
precise,tends,3,3,0,-0.888889
formulation,tends,3,3,0,-0.714286
formulation,increase,3,3,0,-0.96
increase,tends,3,3,0,-0.92
probabilistic,tends,3,3,0,-0.933333
increase,probabilistic,3,3,0,-0.939394
increase,statement,3,3,0,-0.960784
probabilistic,statement,3,3,0,-0.870968
logical,probabilistic,3,3,0,-0.971014
logical,statement,3,3,0,-0.888889
necessity,statement,3,3,0,-0.636364
logical,necessity,3,3,0,-0.918367
logical,means,3,3,0,-0.917526
means,necessity,3,3,0,-0.888889
law,necessity,3,3,0,-0.954545
law,means,3,3,0,-0.934783
means,thermodynamics,3,3,0,-0.969697
statistical,thermodynamics,3,3,0,-0.877551
principle,thermodynamics,3,3,0,-0.925926
principle,statistical,3,3,0,-0.890411
statistical,whose,3,3,0,-0.955556
principle,whose,3,3,0,-0.92
principle,violation,3,3,0,-0.964286
violation,whose,3,3,0,-0.857143
improbable,whose,3,3,0,-0.888889
improbable,violation,3,3,0,-0.75
impossible,violation,3,3,0,-0.9
impossible,improbable,3,3,0,-0.6
distinction,improbable,3,3,0,-0.888889
distinction,impossible,3,3,0,-0.714286
crucial,impossible,3,3,0,-0.666667
crucial,distinction,3,3,0,-0.714286
distinction,understanding,3,3,0,-0.923077
crucial,understanding,3,3,0,-0.777778
crucial,proper,3,3,0,-0.992032
proper,understanding,3,3,0,-0.984791
logical,understanding,3,3,0,-0.967213
logical,proper,3,3,0,-0.986395
proper,status,3,3,0,-0.992032
logical,status,3,3,0,-0.918367
closed,logical,3,3,0,-0.959184
closed,status,3,3,0,-0.333333
status,system,3,3,0,-0.959184
closed,system,3,3,0,-0.918367
closed,defined,3,3,0,-0.941176
defined,system,3,3,0,-0.948052
exchanges,system,3,3,0,-0.959184
defined,exchanges,3,3,0,-0.882353
defined,matter,3,3,0,-0.971014
exchanges,matter,3,3,0,-0.902439
energy,exchanges,3,3,0,-0.961538
matter,surroundings,3,3,0,-0.959184
energy,surroundings,3,3,0,-0.933333
distinguishes,energy,3,3,0,-0.966667
distinguishes,surroundings,3,3,0,-0.727273
open,surroundings,3,3,0,-0.714286
distinguishes,open,3,3,0,-0.714286
distinguishes,system,3,3,0,-0.929825
open,system,3,3,0,-0.877551
import,open,3,3,0,-0.666667
import,system,3,3,0,-0.918367
free,system,3,3,0,-0.970149
free,import,3,3,0,-0.833333
energy,import,3,3,0,-0.961538
decrease,free,3,3,0,-0.9375
decrease,energy,3,3,0,-0.866667
cost,local,3,3,0,-0.727273
environment,increasing,3,3,0,-0.866667
boundary,entropy,3,3,0,-0.985272
boundary,environment,3,3,0,-0.992701
condition,environment,3,3,0,-0.938462
condition,qualifier,3,3,0,-0.917808
law,necessary,3,3,0,-0.966387
law,qualifier,3,3,0,-0.892857
applies,qualifier,3,3,0,-0.866667
applies,law,3,3,0,-0.892857
differently,law,3,3,0,-0.954545
applies,differently,3,3,0,-0.777778
applies,system,3,3,0,-0.967213
differently,system,3,3,0,-0.918367
differently,types,3,3,0,-0.666667
system,types,3,3,0,-0.918367
entropy,types,3,3,0,-0.971631
thermodynamic,types,3,3,0,-0.928571
entropy,sense,3,3,0,-0.931034
sense,thermodynamic,3,3,0,-0.8125
defined,thermodynamic,3,3,0,-0.928571
defined,sense,3,3,0,-0.894737
equals,sense,3,3,0,-0.769231
defined,equals,3,3,0,-0.88
defined,k_b,3,3,0,-0.959184
lnw,times,3,3,0,-0.818182
number,times,3,3,0,-0.896104
lnw,number,3,3,0,-0.906977
accessible,lnw,3,3,0,-0.875
accessible,number,3,3,0,-0.918367
accessible,microstates,3,3,0,-0.818182
accessible,compatible,3,3,0,-0.714286
compatible,microstates,3,3,0,-0.714286
macroscopic,microstates,3,3,0,-0.909091
compatible,macroscopic,3,3,0,-0.714286
compatible,state,3,3,0,-0.878788
macroscopic,state,3,3,0,-0.902439
leads,macroscopic,3,3,0,-0.993631
leads,state,3,3,0,-0.96997
conclusion,state,3,3,0,-0.918367
conclusion,entropy,3,3,0,-0.936306
conclusion,increases,3,3,0,-0.923077
entropy,whenever,3,3,0,-0.971631
increases,whenever,3,3,0,-0.6
increases,system,3,3,0,-0.886792
system,whenever,3,3,0,-0.877551
evolves,whenever,3,3,0,-0.666667
evolves,system,3,3,0,-0.918367
system,toward,3,3,0,-0.962264
evolves,toward,3,3,0,-0.6
evolves,macrostates,3,3,0,-0.666667
macrostates,toward,3,3,0,-0.6
associated,toward,3,3,0,-0.8
associated,macrostates,3,3,0,-0.333333
larger,macrostates,3,3,0,-0.8
associated,larger,3,3,0,-0.6
associated,number,3,3,0,-0.95122
larger,number,3,3,0,-0.866667
larger,microstates,3,3,0,-0.888889
combinatorial,number,3,3,0,-0.902439
combinatorial,counting,3,3,0,-0.333333
counting,strongly,3,3,0,-0.857143
microstates,strongly,3,3,0,-0.818182
favors,microstates,3,3,0,-0.857143
favors,strongly,3,3,0,-0.714286
high-entropy,strongly,3,3,0,-0.857143
favors,high-entropy,3,3,0,-0.333333
configurations,favors,3,3,0,-0.666667
configurations,high-entropy,3,3,0,-0.333333
factor,high-entropy,3,3,0,-0.857143
configurations,factor,3,3,0,-0.714286
configurations,exponential,3,3,0,-0.666667
exponential,factor,3,3,0,-0.714286
factor,number,3,3,0,-0.918367
exponential,number,3,3,0,-0.902439
exponential,particles,3,3,0,-0.8
number,particles,3,3,0,-0.911111
number,word,3,3,0,-0.95122
particles,word,3,3,0,-0.6
particles,tends,3,3,0,-0.857143
tends,word,3,3,0,-0.6
necessary,word,3,3,0,-0.975309
necessary,tends,3,3,0,-0.952941
qualifier,tends,3,3,0,-0.909091
exists,necessary,3,3,0,-0.977528
exists,qualifier,3,3,0,-0.769231
nonzero,qualifier,3,3,0,-0.888889
exists,nonzero,3,3,0,-0.714286
exists,probability,3,3,0,-0.818182
nonzero,probability,3,3,0,-0.714286
low-entropy,nonzero,3,3,0,-0.857143
low-entropy,probability,3,3,0,-0.818182
fluctuation,probability,3,3,0,-0.875
fluctuation,low-entropy,3,3,0,-0.75
low-entropy,occur,3,3,0,-0.857143
fluctuation,occur,3,3,0,-0.5
fluctuation,spontaneously,3,3,0,-0.833333
occur,spontaneously,3,3,0,-0.6
occur,resulting,3,3,0,-0.933333
resulting,spontaneously,3,3,0,-0.882353
entropy,spontaneously,3,3,0,-0.972414
entropy,resulting,3,3,0,-0.927273
decreases,resulting,3,3,0,-0.941176
entropy,possible,3,3,0,-0.986207
decreases,possible,3,3,0,-0.714286
astronomically,decreases,3,3,0,-0.8
astronomically,possible,3,3,0,-0.6
improbable,possible,3,3,0,-0.714286
astronomically,improbable,3,3,0,-0.6
astronomically,macroscopic,3,3,0,-0.857143
improbable,macroscopic,3,3,0,-0.777778
improbable,systems,3,3,0,-0.947368
approximately,macroscopic,3,3,0,-0.952381
approximately,systems,3,3,0,-0.935484
1023,systems,3,3,0,-0.941176
1023,approximately,3,3,0,-0.882353
approximately,particles,3,3,0,-0.947368
1023,particles,3,3,0,-0.6
1023,boltzmann,3,3,0,-0.846154
boltzmann,particles,3,3,0,-0.764706
h-theorem,particles,3,3,0,-0.857143
boltzmann,provides,3,3,0,-0.92
h-theorem,provides,3,3,0,-0.818182
formal,h-theorem,3,3,0,-0.931034
formal,provides,3,3,0,-0.891892
derivation,provides,3,3,0,-0.925926
derivation,formal,3,3,0,-0.882353
entropy,formal,3,3,0,-0.975
derivation,entropy,3,3,0,-0.96
derivation,increase,3,3,0,-0.927273
collision,entropy,3,3,0,-0.986207
collision,increase,3,3,0,-0.92
dynamics,increase,3,3,0,-0.967742
collision,dynamics,3,3,0,-0.846154
collision,requires,3,3,0,-0.992523
dynamics,requires,3,3,0,-0.992687
dynamics,stosszahlansatz,3,3,0,-0.846154
assumption,velocity,3,3,0,-0.958333
molecular,velocity,3,3,0,-0.891892
decorrelation,molecular,3,3,0,-0.925926
decorrelation,velocity,3,3,0,-0.75
collisions,velocity,3,3,0,-0.875
collisions,decorrelation,3,3,0,-0.333333
decorrelation,law,3,3,0,-0.954545
collisions,law,3,3,0,-0.909091
collisions,follows,3,3,0,-0.857143
follows,law,3,3,0,-0.846154
law,necessarily,3,3,0,-0.9375
necessarily,statistical,3,3,0,-0.859649
assumption,necessarily,3,3,0,-0.965517
statistical,time-reversal,3,3,0,-0.92
assumption,time-reversal,3,3,0,-0.803922
assumption,symmetric,3,3,0,-0.904762
molecular,time-reversal,3,3,0,-0.9
molecular,symmetric,3,3,0,-0.806452
dynamics,symmetric,3,3,0,-0.769231
dynamics,molecular,3,3,0,-0.860465
alone,molecular,3,3,0,-0.925926
alone,dynamics,3,3,0,-0.818182
dynamics,means,3,3,0,-0.885714
alone,means,3,3,0,-0.925926
alone,irreversibility,3,3,0,-0.714286
irreversibility,means,3,3,0,-0.927273
introduced,means,3,3,0,-0.962963
introduced,irreversibility,3,3,0,-0.428571
irreversibility,level,3,3,0,-0.818182
introduced,level,3,3,0,-0.6
introduced,statistical,3,3,0,-0.945946
level,statistical,3,3,0,-0.902439
level,mechanics,3,3,0,-0.857143
individual,statistical,3,3,0,-0.882353
individual,mechanics,3,3,0,-0.894737
mechanics,particle,3,3,0,-0.964912
individual,particle,3,3,0,-0.886792
individual,interactions,3,3,0,-0.888889
interactions,particle,3,3,0,-0.945946
experimentally,law,3,3,0,-0.957447
confirmed,law,3,3,0,-0.964286
confirmed,experimentally,3,3,0,-0.809524
experimentally,principle,3,3,0,-0.911111
confirmed,principle,3,3,0,-0.925926
confirmed,physics,3,3,0,-0.851852
physics,principle,3,3,0,-0.923077
heat,principle,3,3,0,-0.959184
heat,physics,3,3,0,-0.918367
flow,physics,3,3,0,-0.957447
heat,observations,3,3,0,-0.992337
flow,observations,3,3,0,-0.984556
flow,universally,3,3,0,-0.818182
observations,universally,3,3,0,-0.984252
demonstrate,universally,3,3,0,-0.984
thermal,universally,3,3,0,-0.909091
demonstrate,thermal,3,3,0,-0.984962
demonstrate,energy,3,3,0,-0.986486
spontaneously,thermal,3,3,0,-0.923077
energy,spontaneously,3,3,0,-0.928571
energy,moves,3,3,0,-0.961538
moves,spontaneously,3,3,0,-0.6
hot,spontaneously,3,3,0,-0.777778
hot,moves,3,3,0,-0.714286
cold,moves,3,3,0,-0.666667
cold,hot,3,3,0,-0.714286
hot,regions,3,3,0,-0.928571
cold,regions,3,3,0,-0.8
cold,reverse,3,3,0,-0.666667
regions,reverse,3,3,0,-0.8
ambient,regions,3,3,0,-0.9
ambient,reverse,3,3,0,-0.333333
conditions,reverse,3,3,0,-0.992352
ambient,conditions,3,3,0,-0.988528
ambient,provides,3,3,0,-0.888889
conditions,provides,3,3,0,-0.985047
conditions,direct,3,3,0,-0.992467
direct,provides,3,3,0,-0.846154
operational,provides,3,3,0,-0.888889
direct,operational,3,3,0,-0.714286
direct,evidence,3,3,0,-0.993865
evidence,operational,3,3,0,-0.987421
direction,operational,3,3,0,-0.857143
direction,evidence,3,3,0,-0.981595
direction,entropy,3,3,0,-0.959732
direction,increase,3,3,0,-0.925926
entropy,requiring,3,3,0,-0.985816
increase,requiring,3,3,0,-0.913043
increase,theoretical,3,3,0,-0.986395
requiring,theoretical,3,3,0,-0.984252
framework,requiring,3,3,0,-0.904762
framework,theoretical,3,3,0,-0.98513
calorimetric,theoretical,3,3,0,-0.992126
calorimetric,framework,3,3,0,-0.809524
experiments,framework,3,3,0,-0.955556
calorimetric,experiments,3,3,0,-0.866667
calorimetric,confirm,3,3,0,-0.8
confirm,experiments,3,3,0,-0.882353
experiments,irreversible,3,3,0,-0.952381
confirm,irreversible,3,3,0,-0.818182
confirm,processes,3,3,0,-0.857143
irreversible,processes,3,3,0,-0.818182
including,irreversible,3,3,0,-0.923077
including,processes,3,3,0,-0.777778
processes,viscous,3,3,0,-0.818182
including,viscous,3,3,0,-0.733333
flow,including,3,3,0,-0.894737
flow,viscous,3,3,0,-0.666667
electrical,viscous,3,3,0,-0.714286
electrical,flow,3,3,0,-0.636364
flow,resistance,3,3,0,-0.818182
electrical,resistance,3,3,0,-0.333333
electrical,heating,3,3,0,-0.714286
heating,resistance,3,3,0,-0.428571
chemical,resistance,3,3,0,-0.9
chemical,heating,3,3,0,-0.809524
heating,mixing,3,3,0,-0.75
chemical,mixing,3,3,0,-0.809524
chemical,free,3,3,0,-0.894737
free,mixing,3,3,0,-0.84
expansion,mixing,3,3,0,-0.904762
free,gases,3,3,0,-0.916667
expansion,gases,3,3,0,-0.8
expansion,generate,3,3,0,-0.75
gases,generate,3,3,0,-0.6
entropy,gases,3,3,0,-0.985816
generate,involve,3,3,0,-0.8
entropy,involve,3,3,0,-0.971631
conversion,entropy,3,3,0,-0.985816
conversion,involve,3,3,0,-0.333333
involve,organized,3,3,0,-0.666667
conversion,organized,3,3,0,-0.333333
conversion,energy,3,3,0,-0.961538
energy,organized,3,3,0,-0.923077
disorganized,organized,3,3,0,-0.666667
disorganized,energy,3,3,0,-0.923077
disorganized,thermal,3,3,0,-0.818182
disorganized,motion,3,3,0,-0.8
motion,thermal,3,3,0,-0.846154
results,thermal,3,3,0,-0.985185
motion,results,3,3,0,-0.984496
measurable,motion,3,3,0,-0.96
measurable,results,3,3,0,-0.986395
increase,results,3,3,0,-0.979592
measurable,total,3,3,0,-0.888889
increase,total,3,3,0,-0.925926
entropy,total,3,3,0,-0.959732
system,total,3,3,0,-0.964912
entropy,plus,3,3,0,-0.971631
plus,system,3,3,0,-0.918367
surroundings,system,3,3,0,-0.859649
plus,surroundings,3,3,0,-0.571429
detectable,plus,3,3,0,-0.666667
detectable,surroundings,3,3,0,-0.714286
surroundings,temperature,3,3,0,-0.866667
detectable,temperature,3,3,0,-0.428571
detectable,pressure,3,3,0,-0.925926
pressure,temperature,3,3,0,-0.857143
measurements,temperature,3,3,0,-0.870968
measurements,pressure,3,3,0,-0.921569
landauers,pressure,3,3,0,-0.935484
landauers,measurements,3,3,0,-0.882353
measurements,principle,3,3,0,-0.939394
landauers,provides,3,3,0,-0.909091
principle,provides,3,3,0,-0.888889
measurable,principle,3,3,0,-0.926829
measurable,provides,3,3,0,-0.931034
provides,thermodynamic,3,3,0,-0.95
measurable,thermodynamic,3,3,0,-0.911765
cost,measurable,3,3,0,-0.931034
irreversible,thermodynamic,3,3,0,-0.9
cost,irreversible,3,3,0,-0.866667
computation,cost,3,3,0,-0.935484
computation,irreversible,3,3,0,-0.806452
erasing,irreversible,3,3,0,-0.888889
computation,erasing,3,3,0,-0.789474
computation,single,3,3,0,-0.925926
erasing,single,3,3,0,-0.714286
bit,erasing,3,3,0,-0.666667
bit,single,3,3,0,-0.714286
information,single,3,3,0,-0.970588
bit,information,3,3,0,-0.933333
bit,requires,3,3,0,-0.996234
information,requires,3,3,0,-0.979487
dissipating,information,3,3,0,-0.966667
dissipating,requires,3,3,0,-0.992467
least,requires,3,3,0,-0.996234
dissipating,least,3,3,0,-0.333333
dissipating,k_b,3,3,0,-0.904762
k_b,least,3,3,0,-0.809524
least,ln2,3,3,0,-0.714286
heat,k_b,3,3,0,-0.928571
heat,ln2,3,3,0,-0.714286
ln2,surrounding,3,3,0,-0.714286
heat,surrounding,3,3,0,-0.538462
heat,thermal,3,3,0,-0.862069
surrounding,thermal,3,3,0,-0.818182
reservoir,surrounding,3,3,0,-0.428571
reservoir,thermal,3,3,0,-0.73913
leads,thermal,3,3,0,-0.981366
leads,reservoir,3,3,0,-0.986971
directly,reservoir,3,3,0,-0.866667
directly,leads,3,3,0,-0.968153
leads,measurable,3,3,0,-0.988439
directly,measurable,3,3,0,-0.925926
directly,entropy,3,3,0,-0.959732
entropy,measurable,3,3,0,-0.911602
bath,entropy,3,3,0,-0.985816
bath,increase,3,3,0,-0.913043
increase,thereby,3,3,0,-0.930233
bath,thereby,3,3,0,-0.913043
bath,linking,3,3,0,-0.857143
information,thereby,3,3,0,-0.92
information,linking,3,3,0,-0.941176
linking,theory,3,3,0,-0.967742
information,thermodynamics,3,3,0,-0.888889
theory,thermodynamics,3,3,0,-0.878788
concrete,theory,3,3,0,-0.962963
concrete,thermodynamics,3,3,0,-0.777778
experimental,thermodynamics,3,3,0,-0.95122
concrete,experimental,3,3,0,-0.862069
concrete,prediction,3,3,0,-0.894737
experimental,prediction,3,3,0,-0.904762
experimental,maxwell,3,3,0,-0.942857
maxwell,prediction,3,3,0,-0.84
demon,prediction,3,3,0,-0.928571
maxwell,thought,3,3,0,-0.833333
demon,thought,3,3,0,-0.733333
demon,experiment,3,3,0,-0.928571
experiment,thought,3,3,0,-0.789474
proposed,thought,3,3,0,-0.666667
experiment,proposed,3,3,0,-0.789474
demonstrate,experiment,3,3,0,-0.992395
demonstrate,proposed,3,3,0,-0.984
possible,proposed,3,3,0,-0.8
demonstrate,possible,3,3,0,-0.984252
demonstrate,violation,3,3,0,-0.992424
possible,violation,3,3,0,-0.75
law,possible,3,3,0,-0.958333
resolved,violation,3,3,0,-0.9
law,resolved,3,3,0,-0.909091
law,szilard,3,3,0,-0.955556
resolved,szilard,3,3,0,-0.428571
landauer,resolved,3,3,0,-0.75
landauer,szilard,3,3,0,-0.555556
demon,szilard,3,3,0,-0.875
demon,landauer,3,3,0,-0.764706
acquire,landauer,3,3,0,-0.833333
acquire,demon,3,3,0,-0.789474
acquire,information,3,3,0,-0.9375
acquire,molecular,3,3,0,-0.935484
information,molecular,3,3,0,-0.950617
information,velocities,3,3,0,-0.96875
molecular,physical,3,3,0,-0.953488
physical,velocities,3,3,0,-0.846154
measurement,velocities,3,3,0,-0.933333
measurement,physical,3,3,0,-0.904762
physical,process,3,3,0,-0.888889
measurement,process,3,3,0,-0.85
generates,measurement,3,3,0,-0.933333
generates,process,3,3,0,-0.833333
entropy,process,3,3,0,-0.974194
entropy,generates,3,3,0,-0.972414
equal,generates,3,3,0,-0.857143
equal,greater,3,3,0,-0.777778
greater,reduction,3,3,0,-0.857143
entropy,reduction,3,3,0,-0.971631
achieved,entropy,3,3,0,-0.971631
achieved,reduction,3,3,0,-0.333333
reduction,sorting,3,3,0,-0.666667
achieved,sorting,3,3,0,-0.333333
achieved,resulting,3,3,0,-0.866667
resulting,sorting,3,3,0,-0.866667
net,sorting,3,3,0,-0.666667
net,resulting,3,3,0,-0.8
resulting,violation,3,3,0,-0.909091
net,violation,3,3,0,-0.8
law,net,3,3,0,-0.909091
demons,violation,3,3,0,-0.9
demons,law,3,3,0,-0.909091
demons,information,3,3,0,-0.933333
acquisition,demons,3,3,0,-0.666667
acquisition,information,3,3,0,-0.933333
information,properly,3,3,0,-0.966667
acquisition,properly,3,3,0,-0.333333
accounted,acquisition,3,3,0,-0.666667
accounted,properly,3,3,0,-0.333333
cosmological,properly,3,3,0,-0.846154
accounted,cosmological,3,3,0,-0.692308
accounted,evidence,3,3,0,-0.993711
cosmological,evidence,3,3,0,-0.987692
cosmological,entropy,3,3,0,-0.972973
evidence,increase,3,3,0,-0.977654
entropy,provided,3,3,0,-0.972414
increase,provided,3,3,0,-0.92
cosmic,increase,3,3,0,-0.927273
cosmic,provided,3,3,0,-0.684211
microwave,provided,3,3,0,-0.8
cosmic,microwave,3,3,0,-0.733333
background,cosmic,3,3,0,-0.866667
background,microwave,3,3,0,-0.333333
current,microwave,3,3,0,-0.933333
background,current,3,3,0,-0.866667
background,low-temperature,3,3,0,-0.666667
current,low-temperature,3,3,0,-0.866667
cmb,current,3,3,0,-0.959184
cmb,low-temperature,3,3,0,-0.84
low-temperature,represents,3,3,0,-0.909091
cmb,represents,3,3,0,-0.902439
cmb,state,3,3,0,-0.961538
represents,state,3,3,0,-0.836735
higher,represents,3,3,0,-0.823529
higher,state,3,3,0,-0.911111
entropy,higher,3,3,0,-0.960784
higher,hot,3,3,0,-0.923077
entropy,hot,3,3,0,-0.959732
dense,entropy,3,3,0,-0.986207
hot,low-entropy,3,3,0,-0.818182
dense,low-entropy,3,3,0,-0.666667
dense,plasma,3,3,0,-0.818182
low-entropy,plasma,3,3,0,-0.733333
low-entropy,recombination,3,3,0,-0.866667
plasma,recombination,3,3,0,-0.5
ongoing,plasma,3,3,0,-0.714286
ongoing,recombination,3,3,0,-0.428571
expansion,recombination,3,3,0,-0.904762
expansion,ongoing,3,3,0,-0.8
ongoing,universe,3,3,0,-0.963636
continues,expansion,3,3,0,-0.8
continues,universe,3,3,0,-0.927273
generate,universe,3,3,0,-0.898305
continues,generate,3,3,0,-0.4
continues,entropy,3,3,0,-0.985816
generate,gravitational,3,3,0,-0.846154
entropy,gravitational,3,3,0,-0.923567
entropy,structure,3,3,0,-0.926316
gravitational,structure,3,3,0,-0.943662
formation,gravitational,3,3,0,-0.944444
formation,structure,3,3,0,-0.942029
stellar,structure,3,3,0,-0.980952
formation,stellar,3,3,0,-0.942857
formation,radiation,3,3,0,-0.9375
black,stellar,3,3,0,-0.944444
black,radiation,3,3,0,-0.882353
hole,radiation,3,3,0,-0.931034
black,evaporation,3,3,0,-0.9
evaporation,hole,3,3,0,-0.866667
deserves,law,3,3,0,-0.953488
law,scrutiny,3,3,0,-0.916667
deserves,scrutiny,3,3,0,-0.555556
deserves,rests,3,3,0,-0.6
rests,scrutiny,3,3,0,-0.6
probabilistic,scrutiny,3,3,0,-0.933333
probabilistic,rests,3,3,0,-0.846154
foundations,rests,3,3,0,-0.666667
foundations,probabilistic,3,3,0,-0.846154
contain,probabilistic,3,3,0,-0.923077
contain,foundations,3,3,0,-0.333333
foundations,significant,3,3,0,-0.857143
contain,significant,3,3,0,-0.714286
contain,hidden,3,3,0,-0.931034
hidden,significant,3,3,0,-0.891892
assumptions,significant,3,3,0,-0.846154
hidden,loschmidt,3,3,0,-0.944444
assumptions,loschmidt,3,3,0,-0.84
assumptions,reversal,3,3,0,-0.909091
loschmidt,reversal,3,3,0,-0.764706
paradox,reversal,3,3,0,-0.666667
demonstrates,reversal,3,3,0,-0.866667
demonstrates,paradox,3,3,0,-0.857143
fundamental,paradox,3,3,0,-0.9
demonstrates,fundamental,3,3,0,-0.842105
demonstrates,tension,3,3,0,-0.923077
fundamental,tension,3,3,0,-0.666667
fundamental,laws,3,3,0,-0.888889
laws,tension,3,3,0,-0.833333
derivation,tension,3,3,0,-0.733333
derivation,laws,3,3,0,-0.818182
equations,laws,3,3,0,-0.902439
derivation,equations,3,3,0,-0.875
classical,derivation,3,3,0,-0.777778
classical,equations,3,3,0,-0.885714
equations,mechanics,3,3,0,-0.95122
classical,mechanics,3,3,0,-0.888889
classical,time-reversal,3,3,0,-0.935484
mechanics,time-reversal,3,3,0,-0.837838
mechanics,symmetric,3,3,0,-0.928571
means,time-reversal,3,3,0,-0.970149
means,symmetric,3,3,0,-0.896552
entropy-increasing,symmetric,3,3,0,-0.777778
entropy-increasing,means,3,3,0,-0.903226
means,trajectory,3,3,0,-0.966102
entropy-increasing,trajectory,3,3,0,-0.789474
entropy-increasing,exists,3,3,0,-0.909091
exists,time-reversed,3,3,0,-0.714286
equal,time-reversed,3,3,0,-0.8
equal,trajectory,3,3,0,-0.733333
probability,trajectory,3,3,0,-0.789474
equal,probability,3,3,0,-0.666667
decreases,equal,3,3,0,-0.571429
decreases,probability,3,3,0,-0.777778
entropy,probability,3,3,0,-0.973154
decreases,leading,3,3,0,-0.96
entropy,leading,3,3,0,-0.933702
entropy,logical,3,3,0,-0.934783
leading,logical,3,3,0,-0.955056
inconsistency,leading,3,3,0,-0.92
inconsistency,logical,3,3,0,-0.924528
deriving,logical,3,3,0,-0.959184
deriving,inconsistency,3,3,0,-0.6
inconsistency,irreversible,3,3,0,-0.909091
